IDs,length,Exptl.,resolution,R-factor,FreeRvalue
1GY6A,127,XRAY,1.6,0.21,0.24
1GY7A,125,XRAY,1.6,0.2,0.22
1GY8A,397,XRAY,2,0.22,0.24
1GYHA,318,XRAY,1.89,0.15,0.2
1GYOA,109,XRAY,1.2,0.13,0.16
1GYXA,76,XRAY,1.35,0.14,0.16
1GZ2A,142,XRAY,1.5,0.2,0.22
1GZCA,239,XRAY,1.58,0.21,0.23
1H03P,125,XRAY,1.7,0.19,0.23
1H0HA,977,XRAY,1.8,0.17,0.2
1H0HB,214,XRAY,1.8,0.17,0.2
1H12A,405,XRAY,1.2,0.11,0.13
1H16A,759,XRAY,1.53,0.14,0.16
1H1NA,305,XRAY,1.12,0.13,0.17
1H2BA,359,XRAY,1.62,0.17,0.2
1H2CA,140,XRAY,1.6,0.17,0.18
1H2EA,207,XRAY,1.69,0.21,0.22
1H32A,261,XRAY,1.5,0.2,0.23
1H32B,138,XRAY,1.5,0.2,0.23
1H3FA,432,XRAY,2,0.23,0.26
1H4AX,173,XRAY,1.15,0.16,0.18
1H4GA,207,XRAY,1.1,0.16,0.18
1H4XA,117,XRAY,1.16,0.13,0.16
1H5QA,265,XRAY,1.5,0.19,0.21
1H641,75,XRAY,1.9,0.24,0.28
1H6FA,193,XRAY,1.7,0.2,0.24
1H6HA,143,XRAY,1.7,0.2,0.23
1H6KA,757,XRAY,2,0.2,0.23
1H6KX,98,XRAY,2,0.2,0.23
1H6UA,308,XRAY,1.8,0.17,0.22
1H70A,255,XRAY,1.8,0.19,0.22
1H72C,296,XRAY,1.8,0.18,0.21
1H75A,81,XRAY,1.7,0.2,0.21
1H7CA,108,XRAY,1.8,0.21,0.26
1H7EA,245,XRAY,1.83,0.16,0.21
1H7SA,365,XRAY,1.95,0.22,0.24
1H80A,464,XRAY,1.6,0.21,0.22
1H8PA,109,XRAY,1.82,0.21,0.23
1H8UA,117,XRAY,1.8,0.23,0.26
1H97A,147,XRAY,1.17,0.12,0.17
1H99A,224,XRAY,1.55,0.22,0.24
1H9MA,145,XRAY,1.65,0.19,0.23
1HBKA,89,XRAY,2,0.2,0.24
1HDHA,536,XRAY,1.3,0.2,0.23
1HDKA,141,XRAY,1.8,0.2,0.22
1HDOA,206,XRAY,1.15,0.12,0.16
1HE1A,135,XRAY,2,0.17,0.22
1HE7A,126,XRAY,2,0.24,0.28
1HFEL,421,XRAY,1.6,0.16,0.18
1HFES,123,XRAY,1.6,0.16,0.18
1HFOA,113,XRAY,1.65,0.23,0.28
1HG8A,349,XRAY,1.73,0.17,0.2
1HGXA,183,XRAY,1.9,0.17,0.23
1HH8A,213,XRAY,1.8,0.18,0.2
1HLEA,345,XRAY,1.95,0.18,1
1HLQA,75,XRAY,1.45,0.19,0.22
1HM9A,468,XRAY,1.75,0.18,0.22
1HN0A,1021,XRAY,1.9,0.16,0.21
1HNJA,317,XRAY,1.46,0.17,0.19
1HP1A,516,XRAY,1.7,0.18,0.2
1HPCA,131,XRAY,2,0.18,1
1HPIA,71,XRAY,1.8,0.16,1
1HQ0A,295,XRAY,1.83,0.19,0.21
1HQ1A,105,XRAY,1.52,0.16,0.2
1HQKC,154,XRAY,1.6,0.22,0.24
1HQSA,423,XRAY,1.55,0.2,0.25
1HRUA,188,XRAY,2,0.2,0.21
1HT6A,405,XRAY,1.5,0.14,0.16
1HTRB,329,XRAY,1.62,0.18,1
1HTRP,43,XRAY,1.62,0.18,1
1HTWA,158,XRAY,1.7,0.2,0.23
1HUWA,191,XRAY,2,0.18,1
1HW1A,239,XRAY,1.5,0.2,0.22
1HX6A,394,XRAY,1.65,0.19,0.21
1HXHA,253,XRAY,1.22,0.15,0.18
1HXIA,121,XRAY,1.6,0.19,0.22
1HXNA,219,XRAY,1.8,0.18,1
1HXRA,115,XRAY,1.65,0.21,0.26
1HYEA,313,XRAY,1.9,0.19,0.23
1HYOA,421,XRAY,1.3,0.18,0.2
1HYPA,80,XRAY,1.8,0.19,1
1HZ4A,373,XRAY,1.45,0.19,0.21
1HZ6A,72,XRAY,1.7,0.19,0.22
1HZTA,190,XRAY,1.45,0.19,0.22
1I07A,60,XRAY,1.8,0.2,0.23
1I0RA,169,XRAY,1.5,0.21,0.22
1I0VA,104,XRAY,1.234,0.18,0.19
1I12A,160,XRAY,1.3,0.21,0.22
1I1NA,226,XRAY,1.5,0.18,0.21
1I1QA,520,XRAY,1.9,0.22,0.25
1I1QB,192,XRAY,1.9,0.22,0.25
1I1WA,303,XRAY,0.89,0.09,0.11
1I24A,404,XRAY,1.2,0.19,0.2
1I27A,73,XRAY,1.02,0.13,0.15
1I2KA,269,XRAY,1.79,0.16,0.25
1I2TA,61,XRAY,1.04,0.15,0.17
1I36A,264,XRAY,2,0.2,0.23
1I39A,225,XRAY,1.95,0.24,0.27
1I3CA,149,XRAY,1.9,0.19,0.22
1I4JA,110,XRAY,1.8,0.21,0.26
1I4UA,181,XRAY,1.15,0.15,0.19
1I52A,236,XRAY,1.5,0.23,0.25
1I58A,189,XRAY,1.6,0.22,0.26
1I60A,278,XRAY,1.6,0.21,0.23
1I71A,83,XRAY,1.45,0.17,0.2
1I7WB,151,XRAY,2,0.21,0.24
1I88A,389,XRAY,1.45,0.2,0.22
1I8AA,189,XRAY,1.9,0.2,0.22
1I8DA,213,XRAY,2,0.24,0.3
1I8FA,81,XRAY,1.75,0.23,0.27
1I8OA,114,XRAY,1.15,0.14,0.16
1I9GA,280,XRAY,1.98,0.2,0.24
1I9ZA,347,XRAY,1.8,0.19,0.22
1IA6A,441,XRAY,1.8,0.16,0.19
1IA9A,280,XRAY,2,0.24,0.29
1IAPA,211,XRAY,1.9,0.24,0.28
1IBYA,112,XRAY,1.65,0.19,0.22
1ICFI,65,XRAY,2,0.18,0.21
1ID0A,152,XRAY,1.6,0.2,0.23
1IDPA,172,XRAY,1.45,0.2,0.23
1IFCA,132,XRAY,1.19,0.17,1
1IFRA,121,XRAY,1.4,0.22,1
1IG0A,319,XRAY,1.8,0.22,0.23
1IGQA,62,XRAY,1.7,0.2,0.23
1IHBA,162,XRAY,1.95,0.21,0.29
1II2A,524,XRAY,2,0.2,0.22
1II5A,233,XRAY,1.6,0.24,0.26
1IIBA,106,XRAY,1.8,0.19,0.24
1IJQA,316,XRAY,1.5,0.21,0.25
1IJTA,128,XRAY,1.8,0.19,0.21
1IJXA,127,XRAY,1.9,0.22,0.26
1IJYA,130,XRAY,1.35,0.23,0.25
1IKPA,613,XRAY,1.45,0.2,0.23
1IKTA,120,XRAY,1.75,0.19,0.21
1IM5A,180,XRAY,1.65,0.15,0.23
1IN4A,334,XRAY,1.6,0.24,0.25
1INLA,296,XRAY,1.5,0.2,0.21
1IO0A,185,XRAY,1.45,0.2,0.22
1IO1A,398,XRAY,2,0.23,0.27
1IO2A,213,XRAY,2,0.22,0.27
1IO7A,368,XRAY,1.5,0.22,0.27
1IOMA,377,XRAY,1.5,0.17,0.18
1IOOA,196,XRAY,1.55,0.18,0.21
1IQ4A,179,XRAY,1.8,0.21,0.26
1IQ6A,134,XRAY,1.5,0.2,0.23
1IQQA,200,XRAY,1.5,0.17,0.2
1IQZA,81,XRAY,0.92,0.1,0.11
1IRQA,71,XRAY,1.5,0.21,0.23
1IS3A,135,XRAY,1.45,0.2,0.23
1ISUA,62,XRAY,1.5,0.17,1
1IT2A,146,XRAY,1.6,0.21,0.24
1ITUA,369,XRAY,2,0.19,0.25
1ITVA,195,XRAY,1.95,0.24,0.28
1ITXA,419,XRAY,1.1,0.12,0.14
1IU8A,206,XRAY,1.6,0.19,0.21
1IUJA,106,XRAY,1.6,0.23,0.26
1IUKA,140,XRAY,1.7,0.23,0.28
1IUQA,367,XRAY,1.55,0.2,0.22
1IV3A,152,XRAY,1.52,0.2,0.26
1IX9A,205,XRAY,0.9,0.11,0.13
1IXHA,321,XRAY,0.98,0.12,0.14
1IXKA,315,XRAY,1.9,0.2,0.23
1IXLA,131,XRAY,1.94,0.2,0.24
1IY8A,267,XRAY,1.6,0.2,0.22
1IYBA,208,XRAY,1.5,0.21,0.23
1IYEA,309,XRAY,1.82,0.21,0.24
1IYNA,295,XRAY,1.6,0.19,0.22
1IZ6A,138,XRAY,2,0.1,0.24
1IZCA,339,XRAY,1.7,0.18,0.2
1IZMA,184,XRAY,1.95,0.19,0.26
1J09A,468,XRAY,1.8,0.2,0.23
1J0HA,588,XRAY,1.9,0.16,0.2
1J0PA,108,XRAY,0.91,0.11,0.14
1J1BA,420,XRAY,1.8,0.22,0.24
1J1IA,296,XRAY,1.86,0.22,0.25
1J24A,143,XRAY,1.78,0.21,0.25
1J27A,102,XRAY,1.7,0.18,0.22
1J2JB,45,XRAY,1.6,0.2,0.23
1J2RA,199,XRAY,1.3,0.15,0.17
1J30A,144,XRAY,1.7,0.19,0.22
1J34A,129,XRAY,1.55,0.18,0.21
1J34B,123,XRAY,1.55,0.18,0.21
1J34C,46,XRAY,1.55,0.18,0.21
1J3AA,142,XRAY,1.6,0.21,0.23
1J3BA,529,XRAY,2,0.21,0.23
1J3MA,129,XRAY,2,0.2,0.26
1J3WA,163,XRAY,1.5,0.21,0.22
1J48A,110,XRAY,1.8,0.18,0.24
1J4AA,333,XRAY,1.9,0.2,0.26
1J55A,95,XRAY,2,0.21,0.27
1J58A,385,XRAY,1.75,0.19,0.2
1J5PA,253,XRAY,1.9,0.22,0.26
1J5UA,136,XRAY,2,0.21,0.27
1J5WA,298,XRAY,1.95,0.2,0.25
1J5XA,342,XRAY,1.8,0.19,0.23
1J6OA,268,XRAY,1.8,0.19,0.22
1J77A,209,XRAY,1.5,0.23,0.26
1J7XA,302,XRAY,1.8,0.21,0.22
1J83A,180,XRAY,1.7,0.2,0.22
1J8BA,112,XRAY,1.75,0.18,0.26
1J8EA,44,XRAY,1.85,0.19,0.22
1J8UA,325,XRAY,1.5,0.16,0.2
1J98A,157,XRAY,1.2,0.13,0.15
1J99A,293,XRAY,1.99,0.23,0.26
1J9LA,247,XRAY,1.9,0.2,0.24
1JA9A,274,XRAY,1.5,0.19,0.22
1JAKA,512,XRAY,1.75,0.18,0.19
1JATB,138,XRAY,1.6,0.2,0.24
1JAYA,212,XRAY,1.65,0.18,0.21
1JB3A,131,XRAY,1.6,0.2,0.24
1JB7A,495,XRAY,1.86,0.23,0.25
1JB7B,260,XRAY,1.86,0.23,0.25
1JBEA,128,XRAY,1.08,0.1,0.15
1JBWA,428,XRAY,1.85,0.2,0.23
1JC4A,148,XRAY,2,0.23,0.26
1JCDA,52,XRAY,1.3,0.15,0.21
1JD1A,129,XRAY,1.7,0.21,0.24
1JD5A,124,XRAY,1.9,0.21,0.24
1JDCA,429,XRAY,1.9,0.17,1
1JDHB,38,XRAY,1.9,0.2,0.23
1JDPA,441,XRAY,2,0.23,0.25
1JDPH,22,XRAY,2,0.23,0.25
1JDWA,423,XRAY,1.9,0.2,0.23
1JE0A,236,XRAY,1.6,0.23,0.25
1JE5A,206,XRAY,1.9,0.22,0.27
1JEKA,42,XRAY,1.5,0.21,0.27
1JEKB,36,XRAY,1.5,0.21,0.27
1JEOA,180,XRAY,2,0.19,0.23
1JERA,138,XRAY,1.6,0.2,0.24
1JF3A,147,XRAY,1.4,0.19,0.21
1JF8A,131,XRAY,1.12,0.21,0.23
1JF9A,408,XRAY,2,0.18,0.21
1JFBA,404,XRAY,1,0.1,0.14
1JFLA,228,XRAY,1.9,0.19,0.22
1JFUA,186,XRAY,1.6,0.18,0.23
1JFXA,217,XRAY,1.65,0.15,0.18
1JG1A,235,XRAY,1.2,0.15,0.2
1JGGA,60,XRAY,2,0.23,0.32
1JH6A,189,XRAY,1.8,0.19,0.26
1JHFA,202,XRAY,1.8,0.24,0.26
1JHGA,101,XRAY,1.3,0.13,0.17
1JHJA,171,XRAY,1.6,0.21,0.24
1JHSA,188,XRAY,1.9,0.21,0.25
1JI0A,240,XRAY,2,0.24,0.26
1JI1A,637,XRAY,1.6,0.18,0.21
1JI7A,89,XRAY,1.45,0.18,0.2
1JIDA,128,XRAY,1.8,0.19,0.22
1JIGA,146,XRAY,1.46,0.19,0.21
1JIWI,106,XRAY,1.74,0.18,0.2
1JIXA,351,XRAY,1.65,0.2,0.21
1JJFA,268,XRAY,1.75,0.19,0.21
1JJVA,206,XRAY,2,0.17,0.22
1JKEA,145,XRAY,1.55,0.21,0.23
1JKGA,140,XRAY,1.9,0.22,0.23
1JKMA,361,XRAY,1.85,0.17,0.21
1JKXA,212,XRAY,1.6,0.22,0.24
1JL0A,334,XRAY,1.5,0.22,0.24
1JL1A,155,XRAY,1.3,0.22,0.26
1JLJA,189,XRAY,1.6,0.14,0.18
1JM1A,204,XRAY,1.11,0.11,0.12
1JMKC,230,XRAY,1.71,0.23,0.24
1JMVA,141,XRAY,1.85,0.22,0.24
1JMXA,494,XRAY,1.9,0.21,0.27
1JMXB,349,XRAY,1.9,0.21,0.27
1JNRA,643,XRAY,1.6,0.18,0.2
1JNRB,150,XRAY,1.6,0.18,0.2
1JO0A,98,XRAY,1.37,0.14,0.22
1JO8A,58,XRAY,1.3,0.14,0.18
1JOSA,128,XRAY,1.7,0.22,0.28
1JOVA,270,XRAY,1.57,0.21,0.26
1JP4A,308,XRAY,1.69,0.15,0.18
1JQ5A,370,XRAY,1.7,0.15,0.19
1JR2A,286,XRAY,1.84,0.2,0.25
1JR7A,311,XRAY,2,0.19,0.24
1JR8A,117,XRAY,1.5,0.21,0.23
1JS1X,324,XRAY,2,0.21,0.25
1JSDA,319,XRAY,1.8,0.22,0.23
1JTVA,327,XRAY,1.54,0.2,0.21
1JU2A,536,XRAY,1.47,0.16,0.19
1JUHA,350,XRAY,1.6,0.16,0.19
1JUVA,193,XRAY,1.7,0.25,0.27
1JV1A,505,XRAY,1.9,0.18,0.22
1JVBA,347,XRAY,1.85,0.19,0.22
1JVWA,167,XRAY,1.7,0.18,0.23
1JW9B,249,XRAY,1.7,0.18,0.21
1JWIB,125,XRAY,2,0.21,0.25
1JWQA,179,XRAY,1.8,0.18,0.21
1JX6A,342,XRAY,1.5,0.22,0.24
1JY1A,464,XRAY,1.69,0.2,0.23
1JY2N,53,XRAY,1.4,0.22,0.24
1JY2O,56,XRAY,1.4,0.22,0.24
1JY2P,48,XRAY,1.4,0.22,0.24
1JYAA,130,XRAY,1.74,0.24,0.27
1JYEA,349,XRAY,1.7,0.22,0.24
1JYHA,157,XRAY,1.8,0.2,0.22
1JYKA,254,XRAY,1.5,0.22,0.24
1JYOA,130,XRAY,1.9,0.23,0.26
1JYOE,105,XRAY,1.9,0.23,0.26
1JZ8A,1023,XRAY,1.5,0.17,0.21
1JZTA,246,XRAY,1.94,0.2,0.24
1K07A,263,XRAY,1.65,0.17,0.2
1K0EA,453,XRAY,2,0.2,0.32
1K0IA,394,XRAY,1.8,0.21,0.24
1K12A,158,XRAY,1.9,0.19,0.24
1K1AA,241,XRAY,1.86,0.2,0.23
1K1EA,180,XRAY,1.67,0.18,0.23
1K2EA,156,XRAY,1.8,0.18,0.22
1K2XA,177,XRAY,1.65,0.16,0.2
1K2XB,143,XRAY,1.65,0.16,0.2
1K32A,1045,XRAY,2,0.24,0.26
1K38A,254,XRAY,1.5,0.2,0.21
1K3IA,656,XRAY,1.4,0.18,0.19
1K3SA,113,XRAY,1.9,0.22,0.27
1K3XA,262,XRAY,1.25,0.15,0.18
1K3YA,221,XRAY,1.3,0.14,0.2
1K4IA,233,XRAY,0.98,0.18,0.2
1K4MA,213,XRAY,1.9,0.21,0.26
1K4NA,192,XRAY,1.6,0.21,0.22
1K5CA,335,XRAY,0.96,0.11,0.14
1K5NB,100,XRAY,1.09,0.12,0.15
1K66A,149,XRAY,1.75,0.22,0.25
1K6DA,220,XRAY,1.9,0.2,0.23
1K6KA,143,XRAY,1.8,0.21,0.26
1K77A,260,XRAY,1.63,0.2,0.21
1K7CA,233,XRAY,1.12,0.11,0.13
1K7HA,476,XRAY,1.92,0.2,0.23
1K7JA,206,XRAY,1.4,0.2,0.2
1K7KA,221,XRAY,1.5,0.21,0.24
1K7WA,468,XRAY,1.96,0.22,0.25
1K8KA,418,XRAY,2,0.22,0.25
1K8KB,394,XRAY,2,0.22,0.25
1K8KC,372,XRAY,2,0.22,0.25
1K8KD,300,XRAY,2,0.22,0.25
1K8KE,178,XRAY,2,0.22,0.25
1K8KF,168,XRAY,2,0.22,0.25
1K8KG,151,XRAY,2,0.22,0.25
1K8UA,90,XRAY,1.15,0.19,0.22
1K8WA,327,XRAY,1.85,0.18,0.21
1K92A,455,XRAY,1.6,0.16,0.19
1K9UA,78,XRAY,1.75,0.19,0.22
1KA1A,357,XRAY,1.3,0.13,0.17
1KAEA,434,XRAY,1.7,0.21,0.24
1KAFA,108,XRAY,1.6,0.23,0.26
1KAOA,167,XRAY,1.7,0.19,1
1KB0A,677,XRAY,1.44,0.16,0.19
1KBLA,873,XRAY,1.94,0.21,0.26
1KCMA,270,XRAY,2,0.22,0.27
1KDGA,546,XRAY,1.5,0.14,0.17
1KDJA,102,XRAY,1.7,0.23,0.26
1KEAA,221,XRAY,2,0.21,0.25
1KEWA,361,XRAY,1.8,0.2,0.22
1KFWA,435,XRAY,1.74,0.18,0.19
1KGDA,180,XRAY,1.314,0.19,0.21
1KGSA,225,XRAY,1.5,0.18,0.21
1KHCA,147,XRAY,1.8,0.19,0.24
1KHDA,345,XRAY,1.86,0.22,0.26
1KHIA,176,XRAY,1.78,0.2,0.24
1KHXA,227,XRAY,1.8,0.23,0.24
1KHYA,148,XRAY,1.95,0.23,0.26
1KJQA,391,XRAY,1.05,0.19,0.21
1KKOA,413,XRAY,1.33,0.16,0.19
1KL9A,182,XRAY,1.9,0.2,0.23
1KLXA,138,XRAY,1.95,0.19,0.24
1KMOA,774,XRAY,2,0.21,0.24
1KMTA,141,XRAY,1.3,0.16,0.2
1KMVA,186,XRAY,1.05,0.13,0.18
1KNGA,156,XRAY,1.14,0.12,0.15
1KNMA,130,XRAY,1.2,0.13,0.17
1KNQA,175,XRAY,2,0.21,0.26
1KO7A,314,XRAY,1.95,0.23,0.25
1KOEA,172,XRAY,1.5,0.19,0.22
1KOLA,398,XRAY,1.65,0.17,0.21
1KOPA,223,XRAY,1.9,0.21,0.27
1KP6A,79,XRAY,1.8,0.16,0.21
1KPTA,105,XRAY,1.75,0.17,0.22
1KQ1A,77,XRAY,1.55,0.24,0.26
1KQ3A,376,XRAY,1.5,0.17,0.19
1KQ6A,141,XRAY,1.18,0.13,0.18
1KQFA,1015,XRAY,1.6,0.18,0.2
1KQFB,294,XRAY,1.6,0.18,0.2
1KQFC,217,XRAY,1.6,0.18,0.2
1KQPA,271,XRAY,1.03,0.11,0.14
1KR4A,125,XRAY,1.4,0.22,0.24
1KRHB,338,XRAY,1.5,0.24,0.25
1KS9A,291,XRAY,1.7,0.23,0.29
1KT6A,183,XRAY,1.1,0.19,0.22
1KTGA,138,XRAY,1.8,0.19,0.22
1KTHA,58,XRAY,0.95,0.14,0.17
1KU1A,230,XRAY,1.93,0.22,0.23
1KU3A,73,XRAY,1.8,0.22,0.25
1KV9A,668,XRAY,1.9,0.15,0.19
1KVEA,63,XRAY,1.8,0.17,1
1KVEB,77,XRAY,1.8,0.17,1
1KW3B,292,XRAY,1.45,0.16,0.18
1KW4A,89,XRAY,1.75,0.22,0.23
1KWFA,363,XRAY,0.94,0.09,0.11
1KWGA,645,XRAY,1.6,0.17,0.18
1KXGA,152,XRAY,2,0.19,0.21
1KXOA,184,XRAY,1.8,0.21,0.29
1KYFA,247,XRAY,1.22,0.15,0.21
1KZFA,230,XRAY,1.8,0.22,0.24
1KZQA,289,XRAY,1.7,0.2,0.23
1L1DA,152,XRAY,1.85,0.21,0.24
1L1LA,739,XRAY,1.75,0.23,0.27
1L1QA,186,XRAY,1.85,0.22,0.25
1L3IA,192,XRAY,1.95,0.21,0.26
1L3KA,196,XRAY,1.1,0.16,0.19
1L3LA,234,XRAY,1.66,0.25,0.27
1L3PA,102,XRAY,1.98,0.21,0.24
1L5WA,796,XRAY,1.8,0.19,0.22
1L5XA,280,XRAY,2,0.18,0.22
1L6PA,125,XRAY,1.65,0.14,0.23
1L6RA,227,XRAY,1.4,0.17,0.2
1L6SA,323,XRAY,1.7,0.2,0.24
1L7AA,318,XRAY,1.5,0.19,0.19
1L7DA,384,XRAY,1.81,0.22,0.26
1L7MA,211,XRAY,1.48,0.2,0.23
1L8NA,679,XRAY,1.5,0.14,0.17
1L8RA,101,XRAY,1.65,0.24,0.26
1L9LA,74,XRAY,0.92,0.14,0.19
1L9XA,315,XRAY,1.6,0.18,0.2
1LAMA,484,XRAY,1.6,0.17,0.2
1LB6A,160,XRAY,1.8,0.2,0.26
1LBUA,213,XRAY,1.8,0.16,1
1LBVA,252,XRAY,1.8,0.21,0.27
1LC0A,294,XRAY,1.2,0.22,0.23
1LC5A,364,XRAY,1.46,0.19,0.21
1LDDA,74,XRAY,2,0.2,0.27
1LDTL,46,XRAY,1.9,0.2,1
1LEDA,243,XRAY,2,0.18,1
1LENB,52,XRAY,1.8,0.17,1
1LF7A,182,XRAY,1.2,0.22,0.23
1LFKA,398,XRAY,1.7,0.2,0.23
1LFPA,249,XRAY,1.72,0.23,0.29
1LFWA,470,XRAY,1.8,0.17,1
1LGPA,116,XRAY,2,0.23,0.29
1LH0A,213,XRAY,2,0.21,0.24
1LJ5A,379,XRAY,1.8,0.2,0.24
1LJ8A,493,XRAY,1.7,0.17,0.2
1LJOA,77,XRAY,1.95,0.2,0.21
1LK5A,229,XRAY,1.75,0.19,0.21
1LKIA,180,XRAY,2,0.19,1
1LKOA,191,XRAY,1.63,0.18,0.2
1LLDA,319,XRAY,2,0.18,1
1LLFA,534,XRAY,1.4,0.14,0.17
1LLNA,262,XRAY,1.6,0.2,0.24
1LLPA,343,XRAY,1.7,0.16,1
1LM5A,214,XRAY,1.8,0.2,0.25
1LM8H,20,XRAY,1.85,0.2,0.24
1LMIA,131,XRAY,1.5,0.2,0.25
1LMLA,478,XRAY,1.86,0.19,0.21
1LNIA,96,XRAY,1,0.12,1
1LO6A,223,XRAY,1.56,0.23,0.22
1LO7A,141,XRAY,1.5,0.16,0.2
1LQ9A,112,XRAY,1.3,0.14,0.17
1LQAA,346,XRAY,1.604,0.15,0.19
1LQTA,456,XRAY,1.05,0.13,0.15
1LQVA,193,XRAY,1.6,0.19,0.22
1LR0A,129,XRAY,1.914,0.18,0.22
1LR5A,163,XRAY,1.9,0.2,0.24
1LR7A,74,XRAY,1.5,0.19,0.22
1LS1A,295,XRAY,1.1,0.14,0.17
1LSHA,1056,XRAY,1.9,0.19,0.26
1LSHB,319,XRAY,1.9,0.19,0.26
1LSLA,113,XRAY,1.9,0.23,0.28
1LSTA,239,XRAY,1.8,0.17,1
1LU0A,29,XRAY,1.03,0.12,0.14
1LU4A,136,XRAY,1.12,0.15,0.22
1LUAA,287,XRAY,1.9,0.18,0.22
1LUCA,355,XRAY,1.5,0.18,1
1LUCB,324,XRAY,1.5,0.18,1
1LURA,339,XRAY,1.85,0.22,0.26
1LUZA,88,XRAY,1.8,0.23,0.26
1LV7A,257,XRAY,1.5,0.15,0.18
1LWBA,122,XRAY,1.05,0.1,0.14
1LXJA,104,XRAY,1.8,0.21,0.24
1LY1A,181,XRAY,2,0.21,0.23
1LY2A,130,XRAY,1.8,0.18,0.23
1LYQA,104,XRAY,1.5,0.22,0.26
1LZLA,323,XRAY,1.3,0.15,0.21
1M07A,111,XRAY,1.8,0.23,0.23
1M0DA,138,XRAY,1.9,0.21,0.23
1M0KA,262,XRAY,1.43,0.13,0.18
1M0UA,249,XRAY,1.75,0.21,0.23
1M0WA,491,XRAY,1.8,0.17,0.2
1M15A,357,XRAY,1.2,0.12,0.14
1M1FA,110,XRAY,1.4,0.16,0.18
1M1HA,248,XRAY,1.95,0.23,0.26
1M1QA,91,XRAY,0.97,0.14,0.15
1M1ZA,513,XRAY,1.95,0.2,0.23
1M22A,503,XRAY,1.4,0.18,0.2
1M2DA,110,XRAY,1.05,0.14,0.16
1M2KA,249,XRAY,1.47,0.2,0.23
1M2TA,254,XRAY,1.89,0.21,0.24
1M2TB,263,XRAY,1.89,0.21,0.24
1M2XA,223,XRAY,1.5,0.19,0.21
1M3SA,186,XRAY,1.95,0.19,0.23
1M40A,263,XRAY,0.85,0.09,0.11
1M45A,148,XRAY,1.65,0.19,0.23
1M45B,25,XRAY,1.65,0.19,0.23
1M4IA,181,XRAY,1.5,0.18,0.2
1M4JA,142,XRAY,1.6,0.23,0.25
1M4LA,307,XRAY,1.25,0.1,0.14
1M55A,197,XRAY,1.4,0.18,0.2
1M5QO,130,XRAY,2,0.19,0.24
1M5WA,243,XRAY,1.96,0.24,0.25
1M65A,245,XRAY,1.57,0.18,0.21
1M6DA,214,XRAY,1.7,0.2,0.22
1M6SA,347,XRAY,1.8,0.2,0.21
1M6YB,301,XRAY,1.9,0.2,0.21
1M70A,190,XRAY,1.25,0.16,0.2
1M7SA,484,XRAY,1.8,0.18,0.24
1M8AA,70,XRAY,1.7,0.19,0.24
1M93A,55,XRAY,1.65,0.19,0.24
1M93B,245,XRAY,1.65,0.19,0.24
1M93C,41,XRAY,1.65,0.19,0.24
1M9HA,278,XRAY,2,0.21,0.26
1M9ZA,111,XRAY,1.05,0.16,0.17
1MAIA,131,XRAY,1.9,0.2,0.29
1MB3A,124,XRAY,1.41,0.21,0.21
1MBAA,147,XRAY,1.6,0.19,1
1MBMA,198,XRAY,2,0.21,0.26
1MBYA,88,XRAY,2,0.23,0.25
1MC2A,122,XRAY,0.85,0.1,0.12
1MDCA,132,XRAY,1.75,0.17,1
1MDOA,393,XRAY,1.7,0.22,0.25
1ME8A,503,XRAY,1.9,0.24,0.26
1MF7A,194,XRAY,1.25,0.17,0.22
1MG7A,417,XRAY,1.55,0.2,0.21
1MGPA,313,XRAY,2,0.2,0.23
1MGQA,83,XRAY,1.7,0.23,0.26
1MGTA,174,XRAY,1.8,0.17,0.22
1MI3A,322,XRAY,1.8,0.18,0.21
1MIXA,206,XRAY,1.75,0.2,0.24
1MJ4A,82,XRAY,1.2,0.12,0.14
1MJ5A,302,XRAY,0.95,0.11,0.14
1MJFA,281,XRAY,1.798,0.21,0.24
1MJHA,162,XRAY,1.7,0.21,0.25
1MJNA,179,XRAY,1.3,0.16,0.2
1MK0A,97,XRAY,1.6,0.2,0.22
1MK4A,157,XRAY,1.7,0.22,0.23
1MKIA,330,XRAY,2,0.22,0.24
1MKKA,96,XRAY,1.32,0.17,0.2
1MKYA,439,XRAY,1.9,0.21,0.22
1MKZA,172,XRAY,1.6,0.18,0.22
1ML4A,308,XRAY,1.8,0.18,0.21
1ML9A,302,XRAY,1.98,0.2,0.26
1MN8A,100,XRAY,1,0.13,0.17
1MNNA,340,XRAY,1.4,0.2,0.21
1MO9A,523,XRAY,1.65,0.19,0.21
1MOQA,368,XRAY,1.57,0.18,1
1MP9A,198,XRAY,2,0.21,0.25
1MPGA,282,XRAY,1.8,0.19,0.25
1MPPA,361,XRAY,2,0.16,1
1MPXA,615,XRAY,1.9,0.15,0.18
1MQEA,207,XRAY,2,0.2,0.27
1MQVA,125,XRAY,1.78,0.22,0.27
1MRZA,293,XRAY,1.9,0.22,0.23
1MS9A,648,XRAY,1.58,0.17,0.2
1MSCA,129,XRAY,2,0.2,1
1MSKA,331,XRAY,1.8,0.2,0.26
1MTPA,323,XRAY,1.5,0.2,0.22
1MTPB,43,XRAY,1.5,0.2,0.22
1MTYB,384,XRAY,1.7,0.18,1
1MTYD,512,XRAY,1.7,0.18,1
1MTYG,162,XRAY,1.7,0.18,1
1MTZA,293,XRAY,1.8,0.24,0.24
1MUGA,168,XRAY,1.8,0.2,0.25
